Year,ZIP,Avg Fire Risk Score,Avg PPC,CAT Cov A Fire -  Incurred Losses,CAT Cov A Fire -  Number of Claims,CAT Cov A Smoke -  Incurred Losses,CAT Cov A Smoke -  Number of Claims,CAT Cov C Fire -  Incurred Losses,CAT Cov C Fire -  Number of Claims,CAT Cov C Smoke -  Incurred Losses,CAT Cov C Smoke -  Number of Claims,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Earned Exposure,Earned Premium,Non-CAT Cov A Fire -  Incurred Losses,Non-CAT Cov A Fire -  Number of Claims,Non-CAT Cov A Smoke -  Incurred Losses,Non-CAT Cov A Smoke -  Number of Claims,Non-CAT Cov C Fire -  Incurred Losses,Non-CAT Cov C Fire -  Number of Claims,Non-CAT Cov C Smoke -  Incurred Losses,Non-CAT Cov C Smoke -  Number of Claims,Number of High Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of Negligible Fire Risk Exposure,Number of Very High Fire Risk Exposure,Category_CO,Category_DO,Category_DT,Category_HO,Category_MH,Category_RT,OBJECTID,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NA,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Are,Shape__Len,latitude,longitude,Alarm_Date2,year_month,AGENCY_ID,FIRE_NAME_ID,avg_tmax_c,avg_tmin_c,tot_prcp_mm,station,total_population,median_income,total_housing_units,average_household_size,educational_attainment_bachelor_or_higher,poverty_status,housing_occupancy_number,housing_value,year_structure_built,housing_vacancy_number,median_monthly_housing_costs,owner_occupied_housing_units,renter_occupied_housing_units
2018,90014,0.395,1.0750000000000002,0,0,0,0,0,0,0,0,71253.41500000001,29807.055,74.94,38461,0,0,0,0,0,0,0,0,0,32,1,43,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9540.0,33822.0,7618.0,1.39,2295.0,3217.0,7618.0,644700.0,7618.0,1168.0,1761.0,236.0,6214.0
2018,90015,0.45,1.0750000000000002,0,0,0,0,0,0,0,0,87780.325,147653.78999999998,299.96,296384,0,0,0,0,0,0,0,0,0,113,18,170,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25257.0,63211.0,14635.0,1.89,5769.0,7031.0,14635.0,1000800.0,14635.0,1455.0,2527.0,1618.0,11562.0
2018,90016,0.205,1.12,0,0,0,0,0,0,0,0,52589.58,34276.56,152.37,85423,0,0,0,0,0,0,0,0,0,46,1,106,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46102.0,71067.0,19529.0,2.57,7548.0,7150.0,19529.0,919800.0,19529.0,1685.0,1862.0,6320.0,11524.0
2018,90017,0.365,1.04,0,0,0,0,0,0,0,0,91847.35,46045.77,162.18,107875,0,0,0,0,0,0,0,0,0,59,4,99,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28981.0,51317.0,15953.0,2.01,4450.0,10238.0,15953.0,675500.0,15953.0,1805.0,1684.0,842.0,13306.0
2018,90018,0.28,1.0,0,0,0,0,0,0,0,0,74348.74,52749.96,7.04,5088,0,0,0,0,0,0,0,0,0,2,0,5,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48812.0,63671.0,17917.0,2.86,5480.0,9227.0,17917.0,886800.0,17917.0,1271.0,1607.0,5340.0,11306.0
2018,90019,0.5349999999999999,1.15,0,0,0,0,0,0,0,0,68179.68000000001,45471.3,58.26,33348,0,0,0,0,0,0,0,0,0,32,0,25,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59288.0,71395.0,26203.0,2.43,11709.0,10401.0,26203.0,1178100.0,26203.0,2479.0,1832.0,5673.0,18051.0
2018,90020,0.545,1.05,0,0,0,0,0,0,0,0,56068.155,35988.485,189.41000000000005,102671,0,0,0,0,0,0,0,0,0,84,1,105,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38361.0,55832.0,19119.0,2.17,9571.0,7024.0,19119.0,826500.0,19119.0,1556.0,1755.0,1581.0,15982.0
2018,90021,0.765,1.075,0,0,0,0,0,0,0,0,44153.815,119483.945,26.630000000000003,26628,0,0,0,0,0,0,0,0,0,10,5,11,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3152.0,32250.0,1694.0,1.84,381.0,1350.0,1694.0,1075800.0,1694.0,153.0,1065.0,107.0,1434.0
2018,90024,0.79,1.21,0,0,0,0,0,0,0,0,77714.18,383482.195,777.69,1388124,0,0,0,0,0,0,0,0,2,294,169,312,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50830.0,79994.0,20304.0,2.06,8228.0,9090.0,20304.0,1434000.0,20304.0,3457.0,2884.0,5417.0,11430.0
2018,90025,0.405,1.09,0,0,0,0,0,0,0,0,81974.905,55082.455,761.43,588283,0,0,0,0,0,0,0,0,0,256,16,490,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45238.0,104627.0,24965.0,1.96,14330.0,5135.0,24965.0,1081400.0,24965.0,2090.0,2506.0,5437.0,17438.0
2018,90026,0.285,1.05,0,0,0,0,0,0,0,0,84650.685,39497.67,57.73,38591,0,0,0,0,0,0,0,0,1,14,0,43,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62902.0,85835.0,28632.0,2.32,15638.0,10380.0,28632.0,1143400.0,28632.0,2171.0,1939.0,6635.0,19826.0
2018,90027,0.375,1.105,0,0,0,0,0,0,0,0,67651.63500000001,68698.16500000001,99.37,64924,0,0,0,0,0,0,0,0,1,22,4,72,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46049.0,90532.0,24267.0,1.99,14673.0,6467.0,24267.0,1747200.0,24267.0,2531.0,2023.0,4413.0,17323.0
2018,90028,0.745,1.17,0,0,0,0,0,0,0,0,85134.26999999999,160721.12,100.32,99990,0,0,0,0,0,0,0,0,0,35,18,46,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31441.0,59393.0,22344.0,1.68,9476.0,5755.0,22344.0,970800.0,22344.0,4701.0,1813.0,667.0,16976.0
2018,90029,0.3399999999999999,1.0,0,0,0,0,0,0,0,0,85622.325,43763.92,14.48,10861,0,0,0,0,0,0,0,0,0,5,0,9,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33830.0,60793.0,14465.0,2.4,7273.0,7662.0,14465.0,1066200.0,14465.0,1376.0,1668.0,1460.0,11629.0
2018,90031,0.365,1.005,0,0,0,0,0,0,0,0,65802.955,32358.33,50.12,23582,0,0,0,0,0,0,0,0,0,18,0,32,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36881.0,62119.0,12686.0,2.99,4445.0,7174.0,12686.0,758500.0,12686.0,520.0,1474.0,3823.0,8343.0
2018,90032,0.32,1.1800000000000002,0,0,0,0,0,0,0,0,42717.305,40732.36,42.99,19379,0,0,0,0,0,0,0,0,0,13,0,30,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43724.0,81563.0,14139.0,3.18,4790.0,6033.0,14139.0,780100.0,14139.0,767.0,1762.0,6932.0,6440.0
2018,90033,0.21,1.0,0,0,0,0,0,0,0,0,317500.0,17884.62,1.12,215,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540.0,56001.0,13874.0,3.43,3037.0,11740.0,13874.0,669500.0,13874.0,725.0,1429.0,2382.0,10767.0
2018,90034,0.41,1.05,0,0,0,0,0,0,0,0,86465.245,37947.825,185.85,117062,0,0,0,0,0,0,0,0,0,53,4,129,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55120.0,103082.0,29262.0,2.1,16252.0,4985.0,29262.0,1395000.0,29262.0,3634.0,2238.0,5291.0,20337.0
2018,90035,0.52,1.19,0,0,0,0,0,0,0,0,79814.805,79397.28,194.04,139013,0,0,0,0,0,0,0,0,0,70,10,115,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27851.0,108224.0,13795.0,2.3,7869.0,2142.0,13795.0,1844000.0,13795.0,1798.0,2567.0,3673.0,8324.0
2018,90036,0.495,1.115,0,0,0,0,0,0,0,0,67721.785,116233.255,97.24,88606,0,0,0,0,0,0,0,0,0,29,9,60,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38784.0,102877.0,21890.0,1.92,13199.0,4617.0,21890.0,1958600.0,21890.0,1905.0,2762.0,2675.0,17310.0
2018,90037,0.75,1.0,0,0,0,0,0,0,0,0,29493.62,17589.39,4.0,1560,0,0,0,0,0,0,0,0,0,3,0,1,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67895.0,56417.0,18709.0,3.75,2691.0,17660.0,18709.0,632600.0,18709.0,1000.0,1527.0,4071.0,13638.0
2018,90038,0.6,1.12,0,0,0,0,0,0,0,0,129358.585,53246.885,54.76,41275,0,0,0,0,0,0,0,0,0,19,2,34,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27807.0,61566.0,14998.0,2.03,6475.0,5374.0,14998.0,1089200.0,14998.0,1654.0,1775.0,1129.0,12215.0
2018,90039,0.395,1.03,0,0,0,0,0,0,0,0,90632.765,43645.625,82.31,58226,0,0,0,0,0,0,0,0,0,31,2,50,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28572.0,105578.0,13332.0,2.29,8949.0,2463.0,13332.0,1202000.0,13332.0,981.0,2314.0,5564.0,6787.0
2018,90040,0.37,2.6,0,0,0,0,0,0,0,0,36779.39,40013.42,5.01,2072,0,0,0,0,0,0,0,0,0,2,0,3,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11683.0,70909.0,3376.0,3.48,802.0,1801.0,3376.0,576900.0,3376.0,32.0,1495.0,1810.0,1534.0
2018,90041,0.5700000000000001,1.0,0,0,0,0,0,0,0,0,63569.03,32888.695,18.54,10822,0,0,0,0,0,0,0,0,0,4,0,14,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27351.0,111834.0,10425.0,2.62,6441.0,2504.0,10425.0,1135200.0,10425.0,635.0,2198.0,5220.0,4570.0
2018,90042,1.66,1.05,0,0,0,0,0,0,0,0,55518.855,38191.8,245.29,140241,0,0,0,0,0,0,0,0,76,69,54,46,1,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58344.0,94401.0,22630.0,2.68,11807.0,6106.0,22630.0,940600.0,22630.0,1140.0,2027.0,9985.0,11505.0
2018,90043,0.395,1.04,0,0,0,0,0,0,0,0,39820.52,12946.1,5.91,2355,0,0,0,0,0,0,0,0,0,4,0,1,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43548.0,65496.0,18307.0,2.53,5761.0,7292.0,18307.0,867800.0,18307.0,1424.0,1859.0,9007.0,7876.0
2018,90044,0.655,1.405,0,0,0,0,0,0,0,0,42256.345,39160.244999999995,8.98,4898,0,0,0,0,0,0,0,0,0,2,0,7,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95859.0,51433.0,28770.0,3.47,4560.0,25149.0,28770.0,588200.0,28770.0,1347.0,1564.0,8579.0,18844.0
2018,90045,0.355,1.06,0,0,0,0,0,0,0,0,69015.18,30683.185,73.22,38035,0,0,0,0,0,0,0,0,0,21,0,53,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42352.0,132577.0,17981.0,2.38,11503.0,3417.0,17981.0,1322700.0,17981.0,1670.0,2916.0,7678.0,8633.0
2018,90046,0.575,1.475,0,0,0,0,0,0,0,0,86467.12,68274.41500000001,356.84000000000003,281331,0,0,0,0,0,0,0,0,2,117,33,204,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48905.0,94259.0,31929.0,1.68,18098.0,5499.0,31929.0,1411500.0,31929.0,3213.0,2315.0,6694.0,22022.0
2018,90048,0.54,1.1,0,0,0,0,0,0,0,0,81293.05,78191.07,211.77,184669,0,0,0,0,0,0,0,0,0,78,10,124,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20796.0,104227.0,13733.0,1.71,7864.0,2357.0,13733.0,1847500.0,13733.0,1895.0,2465.0,3312.0,8526.0
2018,90049,0.69,1.1749999999999998,0,0,0,0,0,0,0,0,91662.035,138920.27000000002,456.96,482030,0,0,0,0,0,0,0,0,16,165,47,225,2,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36735.0,169898.0,18684.0,2.17,11466.0,2030.0,18684.0,2000001.0,18684.0,2079.0,3451.0,8751.0,7854.0
2018,90056,0.145,2.6799999999999997,0,0,0,0,0,0,0,0,75858.03,36909.645,39.93,24202,0,0,0,0,0,0,0,0,0,10,0,30,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8908.0,127252.0,3704.0,2.52,1903.0,889.0,3704.0,1510300.0,3704.0,173.0,2598.0,1985.0,1546.0
2018,90057,0.565,1.01,0,0,0,0,0,0,0,0,56640.545,27157.25,50.05,26857,0,0,0,0,0,0,0,0,0,19,0,31,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45548.0,44876.0,17912.0,2.64,5549.0,12095.0,17912.0,694500.0,17912.0,1224.0,1404.0,703.0,15985.0
2018,90059,1.0,3.0,0,0,0,0,0,0,0,0,22500.0,195000.0,2.0,1631,0,0,0,0,0,0,0,0,0,0,1,1,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38015.0,53840.0,10650.0,3.65,1900.0,9201.0,10650.0,566200.0,10650.0,405.0,1498.0,4543.0,5702.0
2018,90061,0.0,2.0,0,0,0,0,0,0,0,0,43205.25,53779.72,5.41,2400,0,0,0,0,0,0,0,0,0,0,0,5,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28478.0,60114.0,8300.0,3.6,1657.0,6669.0,8300.0,576400.0,8300.0,571.0,1595.0,2855.0,4874.0
2018,90063,0.5,2.39,0,0,0,0,0,0,0,0,63418.12,40128.69,2.0,442,0,0,0,0,0,0,0,0,0,1,0,1,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50536.0,71725.0,14046.0,3.81,3098.0,8370.0,14046.0,619100.0,14046.0,817.0,1509.0,5041.0,8188.0
2018,90064,0.46,1.08,0,0,0,0,0,0,0,0,83017.85500000001,67025.33499999999,171.35,147753,0,0,0,0,0,0,0,0,0,61,4,107,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26494.0,129703.0,12897.0,2.22,7682.0,1878.0,12897.0,1746800.0,12897.0,1090.0,2946.0,5957.0,5850.0
2018,90065,0.09,1.045,0,0,0,0,0,0,0,0,78735.825,49015.925,37.39,21365,0,0,0,0,0,0,0,0,0,6,0,31,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45075.0,92903.0,17197.0,2.72,8764.0,6217.0,17197.0,1043900.0,17197.0,756.0,1980.0,7716.0,8725.0
2018,90066,0.235,1.0699999999999998,0,0,0,0,0,0,0,0,70403.75,39135.27,173.95999999999998,112634,0,0,0,0,0,0,0,0,0,45,2,126,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54975.0,107786.0,26591.0,2.16,16072.0,3982.0,26591.0,1636600.0,26591.0,1724.0,2305.0,9595.0,15272.0
2018,90067,0.945,1.265,0,0,0,0,0,0,0,0,90445.6,578303.0750000001,273.37,698622,0,0,0,0,0,0,0,0,0,77,99,98,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165.0,135328.0,2400.0,1.64,934.0,330.0,2400.0,1585900.0,2400.0,482.0,4001.0,1188.0,730.0
2018,90068,1.21,1.08,0,0,0,0,0,0,0,0,79222.09,36943.045,140.31,98428,0,0,0,0,0,0,0,0,40,33,9,54,5,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21569.0,101720.0,14662.0,1.77,7329.0,2250.0,14662.0,1840200.0,14662.0,2559.0,2449.0,5464.0,6639.0
2018,90069,0.7150000000000001,1.84,0,0,0,0,0,0,0,0,70935.3,147121.43,739.72,750789,0,0,0,0,0,0,0,0,11,230,119,380,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20318.0,110705.0,15160.0,1.55,8089.0,2515.0,15160.0,1085900.0,15160.0,2092.0,2687.0,5078.0,7990.0
2018,90077,2.895,1.205,0,0,0,0,0,0,0,0,67021.685,325693.295,19.47,28609,0,0,0,0,0,0,0,0,15,0,4,0,1,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8158.0,220464.0,3677.0,2.5,1991.0,449.0,3677.0,2000001.0,3677.0,452.0,4001.0,2700.0,525.0
2018,90089,0.0,1.0,0,0,0,0,0,0,0,0,50000.0,10000.0,0.36,156,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4777.0,,31.0,2.0,73.0,12.0,31.0,,31.0,25.0,,0.0,6.0
2018,90094,0.385,1.07,0,0,0,0,0,0,0,0,90282.865,71590.185,342.5,216761,0,0,0,0,0,0,0,0,0,90,11,241,1,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12127.0,159904.0,6786.0,1.98,3913.0,1012.0,6786.0,1234400.0,6786.0,711.0,4001.0,1746.0,4329.0
2018,90201,0.075,2.515,0,0,0,0,0,0,0,0,62633.95,45914.384999999995,19.5,8872,0,0,0,0,0,0,0,0,0,3,0,17,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93783.0,56824.0,24989.0,3.8,3719.0,21997.0,24989.0,542800.0,24989.0,631.0,1592.0,5111.0,19247.0
2018,90210,0.815,1.13,0,0,0,0,0,0,0,0,86605.84,281107.155,136.12,235939,47699,1,0,0,5084,1,0,0,1,51,24,60,1,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19652.0,190382.0,9714.0,2.45,4805.0,1656.0,9714.0,2000001.0,9714.0,1689.0,4001.0,5748.0,2277.0
2018,90211,0.415,1.0,0,0,0,0,0,0,0,0,116392.165,148183.19,90.89,111487,0,0,0,0,0,0,0,0,0,26,10,54,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8871.0,118125.0,4209.0,2.39,2288.0,971.0,4209.0,2000001.0,4209.0,516.0,3144.0,1469.0,2224.0
2018,90212,0.825,1.01,0,0,0,0,0,0,0,0,86963.225,197850.01,106.89,176744,0,0,0,0,0,0,0,0,0,44,18,44,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10834.0,116238.0,6107.0,1.99,3509.0,808.0,6107.0,2000001.0,6107.0,668.0,2964.0,1168.0,4271.0
2018,90220,0.155,2.8600000000000003,0,0,0,0,0,0,0,0,61061.415,31038.805,48.44,22539,0,0,0,0,0,0,0,0,0,13,0,35,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49156.0,77535.0,14067.0,3.59,2555.0,8608.0,14067.0,514600.0,14067.0,472.0,1727.0,8380.0,5215.0
2018,90221,0.0,2.43,0,0,0,0,0,0,0,0,45737.8,47701.22,1.76,847,0,0,0,0,0,0,0,0,0,0,0,2,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50782.0,68191.0,12854.0,4.08,2018.0,8896.0,12854.0,541800.0,12854.0,457.0,1660.0,6620.0,5777.0
2018,90230,0.38,1.025,0,0,0,0,0,0,0,0,59914.95,36632.79,634.77,380711,0,0,0,0,0,0,0,0,0,193,3,439,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31570.0,106827.0,14198.0,2.37,7342.0,3016.0,14198.0,1025200.0,14198.0,955.0,2494.0,7579.0,5664.0
2018,90231,1.0,1.0,0,0,0,0,0,0,0,0,51800.0,20000.0,0.07,25,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,90232,0.305,1.0,0,0,0,0,0,0,0,0,99634.775,75206.175,50.650000000000006,36724,0,0,0,0,0,0,0,0,0,14,2,35,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16804.0,125490.0,7995.0,2.28,4049.0,1573.0,7995.0,1491800.0,7995.0,658.0,2685.0,3087.0,4250.0
2018,90240,0.36,1.98,0,0,0,0,0,0,0,0,76973.88,29400.66,30.17,15882,0,0,0,0,0,0,0,0,0,8,0,21,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25326.0,108860.0,8014.0,3.29,3283.0,2127.0,8014.0,764200.0,8014.0,339.0,2215.0,5035.0,2640.0
2018,90241,0.19,1.975,0,0,0,0,0,0,0,0,57567.705,35241.075,104.36,53317,0,0,0,0,0,0,0,0,0,17,0,88,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45484.0,84375.0,15100.0,3.11,5413.0,4254.0,15100.0,770100.0,15100.0,619.0,1968.0,5978.0,8503.0
2018,90242,0.275,1.985,0,0,0,0,0,0,0,0,54858.095,35601.545,37.46,17850,0,0,0,0,0,0,0,0,0,9,0,29,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40983.0,83238.0,12756.0,3.22,5027.0,3765.0,12756.0,676100.0,12756.0,185.0,1935.0,6584.0,5987.0
2018,90245,0.3,1.905,0,0,0,0,0,0,0,0,78505.63,43126.88,100.79,59903,0,0,0,0,0,0,0,0,0,31,1,69,0,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16863.0,149149.0,7677.0,2.36,4888.0,734.0,7677.0,1521600.0,7677.0,552.0,2714.0,3033.0,4092.0
